RunNumber,Data Type,Data Record ID,Model,Time,Missile Position - East,Missile Position - North,Missile Position - Up,Target Position - East,Target Position - North,Target Position - Up,Instance,Path
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,179.142,41.48267147897803,206.7470107507287,1978.640924212097,-360.2628845815522,412.3913044586601,3042.808665420015,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,179.142,49.22719042906451,272.1583081405301,1504.360878346513,-409.3416209472192,544.0273452224421,4027.119251757727,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,179.142,73.60368211078143,227.5402218788415,1258.872346326211,-538.6235471366666,595.3924142601984,2308.350367583285,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,179.142,69.88873596603875,175.4590220407726,2284.008683039297,-114.9315055803454,822.8399942061827,4053.590956424479,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,179.142,36.71432546035646,229.5489203302349,2007.619403597776,-187.9346585196051,345.9606280851482,2638.717669196411,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,179.142,30.53754196407874,237.266818110156,1614.384445886955,-314.9572786178588,1014.98246251765,3131.161809749185,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,179.142,55.04669211866823,230.1865035779745,1639.219304639613,-564.5635921475063,761.3034873254213,1709.026915069458,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,179.142,52.68481283074266,330.6618022543587,2710.786887595762,-480.4762255157574,964.456371870197,3990.907285323421,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,180.142,77.29065114891155,201.2530739287241,1989.206653985546,-314.4348837033818,309.4007111591411,2649.333648645545,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,180.142,57.35799566926732,306.3020870486476,1773.891533679461,-287.7437116317433,662.392233126386,3565.007486845012,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,180.142,57.54896667200856,299.077660640188,1913.863301066293,-457.2771087043196,393.5490528341546,1331.999321422832,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,180.142,32.76582715601406,224.433183661716,1914.236991014687,-364.2830964586585,411.6756044833228,3054.372509638565,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,180.142,69.58740106031786,156.9661178503139,909.8201648720811,-397.6229922573134,726.0695724161747,2451.105628340538,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,180.142,59.39813552923872,253.4276419291828,1509.426408583862,-208.5415291258444,439.5409572218515,1010.407919618203,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,180.142,49.13395351644946,233.4508930218027,2691.872684075825,-361.9451533450927,492.4865365652004,2444.479698246646,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,180.142,40.484092460129,221.573858732554,1995.228128205946,-306.570691271027,383.1615785124689,2931.847427517223,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,180.142,48.04218382831409,291.6761229187841,1516.972131082749,-348.3349217212639,505.4674385605886,3880.263439745794,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,180.142,71.83187981248665,243.8582535993388,1269.425636797064,-458.3491673652024,553.1918224652002,2224.172411469488,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,180.142,68.20636058129688,188.0420540149318,2303.155824638211,-97.80255647348092,764.5182321608258,3905.769808289837,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,180.142,35.83053100380884,246.0110057251819,2024.449537950094,-159.9256005598807,321.4394167070971,2542.492302686358,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,180.142,29.80243625354116,254.2823920257188,1627.918040487545,-268.0172583941575,943.0419077609839,3016.978622869191,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,180.142,53.72159732976098,246.6943132126852,1652.961093088439,-480.4232079364689,707.3433478757972,1646.704316787019,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,180.142,51.41657366414441,354.3751911813348,2733.511766343686,-408.8678986922272,896.0970366174099,3845.372004788905,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,181.142,75.51547686679208,214.7201352061014,2004.976507916167,-258.009334973062,285.7978801293488,2534.628521208152,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,181.142,56.04062497472069,326.7986136116833,1787.954431729214,-236.1079114581336,611.8612181996384,3410.657490836439,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,181.142,56.22720984786336,319.0907571057979,1929.035854727583,-375.2184278208225,363.5269117693216,1274.329291078244,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,181.142,32.01327749010861,239.4513663808513,1929.412507181602,-298.9122528398887,380.2706678388505,2922.130884225142,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,181.142,67.98915129937572,167.4696708460353,917.0329554961318,-326.2692821928938,670.680890957075,2344.982949679414,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,181.142,58.03390788941457,270.3860193423411,1521.392703757215,-171.1186132095364,406.0102943312791,966.6614593553331,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,181.142,48.00546864325037,249.07250525465,2713.213070678017,-296.9938551709297,454.9168863098809,2338.643894798919,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,181.142,39.55427341084052,236.4007067143794,2011.045718639314,-251.5563770961424,353.9318525662778,2804.910628532962,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,181.142,46.93877419311036,311.1939376970381,1528.998246557512,-285.8259886520037,466.9075318987353,3712.264172241587,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,181.142,70.18207994945084,260.176285319836,1279.489275397894,-376.0981048429414,510.9912306702022,2127.874997200518,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,181.142,66.63982988992501,200.6250859890911,2321.414576619174,-80.25182275320412,706.1964701154693,3736.666221118001,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,181.142,35.00759270264094,262.4730911201289,2040.498787252282,-131.2268453157591,296.918205329046,2432.41296113671,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,181.142,29.11794831618554,271.2979659412816,1640.823702982728,-219.9213833564745,871.1013530043182,2886.355997218011,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,181.142,52.48774567297477,263.2021228473959,1666.065289647794,-394.2109441719691,653.3832084261733,1575.408869116497,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,181.142,50.23566267573212,378.088580108311,2755.182255524136,-335.4962826991203,827.7377013646231,3678.883391292075,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,182.142,73.85718028696057,228.1871964834787,2020.047126519001,-200.1943590158111,262.1950490995563,2405.487242990234,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,182.142,54.80999013557201,347.2951401747191,1801.393780875426,-183.200627209314,561.3302032728905,3236.881860899084,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,182.142,54.99247766245112,339.1038535714077,1943.535657355199,-291.1391274131715,333.5047707044885,1209.401230755647,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,182.142,31.31027579067301,254.4695490999864,1943.915140957342,-231.9317123370802,348.8657311943781,2773.24606171513,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,182.142,66.49613050756791,177.9732238417568,923.9259309818523,-253.1585526623474,615.2922094979751,2225.50425961225,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,182.142,56.75950117227188,287.3443967554993,1532.828413399164,-132.7741924172407,372.4796314407064,917.4093123757664,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,182.142,46.95128335875912,264.6941174874972,2733.607224532174,-230.4431910333267,417.3472360545612,2219.488184467487,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,182.142,38.68567376694737,251.2275546962047,2026.16195710835,-195.1873860469422,324.7021266200866,2661.998268467231,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,182.142,45.90801318973056,330.7117524752921,1540.49112406869,-221.7778306130769,428.3476252368818,3523.121449245104,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,182.142,68.64090312087922,276.4943170403334,1289.106692260288,-291.8216855756597,468.790638875204,2019.458124776373,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,182.142,65.17643978008101,213.2081179632504,2338.863735532087,-62.2689183614445,647.8747080701124,3546.280194908969,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,182.142,34.23883676471144,278.935176515076,2055.836412835829,-101.8214096261216,272.3969939509948,2308.479644547463,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,182.142,28.47852715236746,288.3135398568444,1653.15712839919,-170.6411916433823,799.160798247652,2739.293932795642,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,182.142,51.33513096743437,279.7099324821066,1678.588446127966,-305.8757827260968,599.4230689765491,1495.140572057892,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,182.142,49.13250301817363,401.8019690352872,2775.891875208137,-260.3179581628324,759.378366111836,3491.441444832926,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,183.142,72.30348154504411,241.6542577608559,2034.477894190381,-140.9557424644151,238.5922180697639,2261.909813991793,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,183.142,53.65697816859436,367.7916667377548,1814.262537646105,-128.9905497596758,510.7991883461428,3043.680597032948,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,183.142,53.83562679125554,359.1169500370175,1957.419844097251,-204.9894515845196,303.4826296396556,1137.215140455042,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,183.142,30.65161625457894,269.4877318191216,1957.8020386459,-163.301837645357,317.4607945499058,2607.718042108532,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,183.142,65.09728270549225,188.4767768374782,930.5262524696675,-178.2475386777488,559.9035280388756,2092.669558139048,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,183.142,55.56547825912346,304.3027741686575,1543.778598879229,-93.48557553915478,338.9489685501339,862.6514786795041,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,183.142,45.96359130766215,280.3157297203445,2753.135506939133,-162.2537780168232,379.7775857992416,2087.012567252355,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,183.142,37.87186145474746,266.05440267803,2040.636407770303,-137.4303604516761,295.4724006738955,2503.110347320032,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,183.142,44.94226792217989,350.229567253546,1551.496050250569,-156.1525456056662,389.7877185750285,3312.835270756347,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,183.142,67.19693674674257,292.8123487608306,1298.315783937118,-205.4700370168048,426.5900470802059,1898.921794197054,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,183.142,63.80535369074673,225.7911499374097,2355.572058194163,-43.84320149300636,589.5529460247559,3334.611729662743,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,183.142,33.51857046969006,295.397261910023,2070.52285121369,-71.69189213513151,247.8757825729438,2170.692352918619,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,183.142,27.87943777965716,305.3291137724072,1664.966915473477,-120.1475205462999,727.2202434909863,2575.792429602086,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,183.142,50.25521797738618,296.2177421168172,1690.57990888343,-215.3654491964778,545.4629295269252,1405.899425611205,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,183.142,48.09892567566005,425.5153579622634,2795.72222976082,-183.2884365476282,691.0190308590493,3283.046165411464,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,184.142,70.84383338147387,255.1213190382332,2048.320937416474,-80.25842947896885,214.9893870399715,2103.896234212828,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,184.142,52.57376187011329,388.2881933007906,1826.607186267668,-73.44559902519697,460.2681734193948,2831.053699238031,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,184.142,52.74880397026105,379.1300465026274,1970.73856709288,-116.7184192448355,273.4604885748225,1057.771020176429,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,184.142,30.03282758188434,284.5059145382568,1971.123362178833,-92.98201542767693,286.0558579054334,2425.546825405345,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,184.142,63.78311183675907,198.9803298331997,936.8577614886333,-101.4919098906485,504.5148465797757,1946.478845259805,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,184.142,54.4437335441293,321.2611515818157,1554.282814204856,-53.22951261531069,305.4183056595613,802.3879582665454,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,184.142,45.03568755794402,295.9373419531917,2771.868457510228,-92.38526343789782,342.2079355439219,1941.217043153519,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_73.MISSILE_HELLMASKER_73,HELLMASKER,184.142,37.10731192210885,280.8812506598553,2054.521354902032,-78.25112123661559,266.2426747277044,2328.246865091363,73,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_219.MISSILE_BRAVER_219,BRAVER,184.142,44.03498244383923,369.7473820318,1562.052776843698,-88.91129832910302,351.227811913175,3081.405636775314,219,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
947,Missile_BRAVER_State_Update,MISSILE_BRAVER_113.MISSILE_BRAVER_113,BRAVER,184.142,65.84037848393163,309.1303804813279,1307.149815296949,-116.992058554248,384.3894552852077,1766.266005462562,113,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_269.MISSILE_BRAVER_269,BRAVER,184.142,62.51726402548454,238.374181911569,2371.599898023181,-24.9637682980316,531.231183979399,3101.660825379321,269,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_222.MISSILE_BRAVER_222,BRAVER,184.142,32.84190430111694,311.85934730497,2084.611152399864,-40.82046299457353,223.3545711948926,2019.051086250177,222,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_BRAVER_State_Update,MISSILE_BRAVER_117.MISSILE_BRAVER_117,BRAVER,184.142,27.31661328923348,322.34468768797,1676.295723246092,-68.41048925177736,655.2796887343202,2395.851487637342,117,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
954,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_108.MISSILE_SOMERSAULT_108,SOMERSAULT,184.142,49.24067573041549,312.725551751528,1702.082993199396,-122.6263819716717,491.502790077301,1307.685429776434,108,C:\Users\white\Documents\etesim_gui_test\runs\run954\NotionalETEOutput954.xlsx
971,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_419.MISSILE_HELLMASKER_419,HELLMASKER,184.142,47.12791422459403,449.2287468892396,2814.744949931555,-104.36213382851,622.6596956062622,3053.697553027685,419,C:\Users\white\Documents\etesim_gui_test\runs\run971\NotionalETEOutput971.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_392.MISSILE_HELLMASKER_392,HELLMASKER,185.142,69.46911914985762,268.5883803156105,2061.622261360585,-18.06650100176029,191.386556010179,1931.44650365334,392,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_SOMERSAULT_State_Update,MISSILE_SOMERSAULT_298.MISSILE_SOMERSAULT_298,SOMERSAULT,185.142,51.55357570566233,408.7847198638264,1838.468752226092,-16.53290497929954,409.7371584926469,2599.001167514333,298,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_71.MISSILE_HELLMASKER_71,HELLMASKER,185.142,51.7252211394424,399.1431429682372,1983.536089010084,-26.27379394164779,243.4383475099894,971.0688699198073,71,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
443,Missile_HELLMASKER_State_Update,MISSILE_HELLMASKER_200.MISSILE_HELLMASKER_200,HELLMASKER,185.142,29.45004495251734,299.524097257392,1983.923382866613,-20.93063228093706,254.650921260961,2226.732411605572,200,C:\Users\white\Documents\etesim_gui_test\runs\run443\NotionalETEOutput443.xlsx
708,Missile_BRAVER_State_Update,MISSILE_BRAVER_259.MISSILE_BRAVER_259,BRAVER,185.142,62.54540987466149,209.4838828289212,942.9414998069223,-22.84624435854989,449.1261651206759,1786.932120974522,259,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
708,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_26.MISSILE_HIGHWIND_26,HIGHWIND,185.142,53.38726085267539,338.219528994974,1564.375968473238,-11.98218117686593,271.8876427689887,736.6187511368908,26,C:\Users\white\Documents\etesim_gui_test\runs\run708\NotionalETEOutput708.xlsx
947,Missile_HIGHWIND_State_Update,MISSILE_HIGHWIND_400.MISSILE_HIGHWIND_400,HIGHWIND,185.142,44.16177662369016,311.5589541860389,2789.868332241923,-20.79630096532152,304.6382852886022,1782.101612170982,400,C:\Users\white\Documents\etesim_gui_test\runs\run947\NotionalETEOutput947.xlsx
